Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
HOKCF,HONG KONG&CHINA GAS ORD,OTC Pink Current,1.870000,0.000000,0,Foreign Ordinary Shares,China,
HOKCY,HONG KONG&CHINA GAS S/ADR,OTC Pink Current,1.970000,55.935100,67911,ADRs,China,
HLDCY,HENDERSON LD DEV S/ADR,OTC Pink Current,6.307500,188.466300,32319,ADRs,China,Hong Kong
HLDVF,HENDERSON LD DEV CO LTD,OTC Pink Current,6.610000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
HNLGF,HANG LUNG GRP ORD,OTC Pink Current,3.600000,0.000000,0,Foreign Ordinary Shares,China,
HNLGY,HANG LUNG GROUP LTD S/ADR,OTC Pink Current,17.100000,0.000000,0,ADRs,China,
FPAFF,FIRST PACIFIC CO ORD,OTC Pink Current,0.740000,221.438500,20000,Foreign Ordinary Shares,China,Hong Kong
FPAFY,FIRST PAC CO LTD S/ADR,OTC Pink Current,3.630000,119.758600,126146,ADRs,China,Hong Kong
DFIHY,DAIRY FARM I/H UNSP/ADR,OTC Pink Current,42.120000,21.173200,0,ADRs,China,Hong Kong
DFILF,DAIRY FARM INTL HLDG ORD,OTC Pink Current,8.120000,3.582700,100,Foreign Ordinary Shares,China,Hong Kong
CPIHD,CHAMPION TECH HLDGS NEW,OTC Pink Current,0.149600,813.068200,0,Foreign Ordinary Shares,China,Hong Kong
CPCAF,CATHAY PAC AIRWYS LTD ORD,OTC Pink Current,1.513800,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
CPCAY,CATHAY PAC AIRWAYS S/ADR,OTC Pink Current,7.500000,86.500800,1900,ADRs,China,Hong Kong
CPKPF,CP POKPHAND CO LTD ORD,OTC Pink Current,0.068000,169.544700,0,Foreign Ordinary Shares,China,
CPKPY,CP POKPHAND CO LTD S/ADR,OTC Pink Current,1.910000,265.539200,6429,ADRs,China,
BCAUF,BRILLIANCE CHINA AUT HLDG,OTC Pink Current,2.620000,71.189700,5000,Foreign Ordinary Shares,China,Hong Kong
BCAUY,BRILLIANCE CHNA B/H ADR,OTC Pink Current,133.375000,171.378000,1015,ADRs,China,Hong Kong
BKEAF,BANK OF EAST ASIA LTD REG,OTC Pink Current,4.200000,120.869300,0,Foreign Ordinary Shares,China,
BKEAY,BANK OF EAST ASIA S/ADR,OTC Pink Current,4.220000,68.476500,15,ADRs,China,
HLPPF,HANG LUNG PPTYS LTD,OTC Pink Current,2.300000,7.299600,0,Foreign Ordinary Shares,China,
HLPPY,HANG LUNG PPTYS S/ADR,OTC Pink Current,11.560000,161.062400,14655,ADRs,China,
GXYEF,GALAXY ENTMNT GROUP ORD,OTC Pink Current,7.330000,100.658800,9770,Foreign Ordinary Shares,China,Hong Kong
GXYYY,GALAXY ENTMT GRP U/ADR,OTC Pink Current,0.000000,,0,ADRs,China,Hong Kong
GNGYF,GUANGSHEN RAILWAY CO H SH,OTC Pink Current,0.528050,0.000000,0,Foreign Ordinary Shares,China,
NWCN,NETWORK CN INC,OTC Pink Current,0.125000,0.930200,0,Common Stock,China,Hong Kong
ASEJF,APT SATELLITE HOLDINGS,OTC Pink Current,0.440000,40.265800,0,Foreign Ordinary Shares,China,Hong Kong
CGYG,CHINA LONGYI GRP INTL HLD,OTC Pink Current,0.080000,330.496900,0,Common Stock,China,
CSDXF,COSCO SHIPPING ENERGY ORD,OTC Pink Current,0.515000,407.129600,2925,Foreign Ordinary Shares,China,
SNLAF,SINO LAND CO LTD ORD H,OTC Pink Current,1.780000,0.000000,0,Foreign Ordinary Shares,China,
SNLAY,SINO LAND CO LTD S/ADR,OTC Pink Current,9.190000,59.794600,0,ADRs,China,
TTNDF,TECHTRONIC INDUS CO ORD,OTC Pink Current,5.650000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
TTNDY,TECHTRONIC INDUS LTD ADR,OTC Pink Current,28.690000,115.847700,19204,ADRs,China,Hong Kong
TVBCF,TELEVISION BRDCSTNG LTD,OTC Pink Current,3.240000,0.000000,0,Foreign Ordinary Shares,China,
TVBCY,TELEVISION BRDCSTNG S/ADR,OTC Pink Current,6.940000,10.137400,0,ADRs,China,
TRUHF,TRULY INTL HLDGS LTD ORD,OTC Pink Current,0.324200,0.000000,0,Foreign Ordinary Shares,China,
TRUHY,TRULY INTL HLDG LTD S/ADR,OTC Pink Current,10.010000,871.237600,2087,ADRs,China,
CAOVF,CHINA OVERSEAS LD&INV LTD,OTC Pink Current,3.070000,641.089400,0,Foreign Ordinary Shares,China,
CAOVY,CHINA OVERSEAS L&I UN/ADR,OTC Pink Current,96.520000,117.239100,30,ADRs,China,
CRHKY,CHINA RES BEER HLDG S/ADR,OTC Pink Current,5.580000,27.019600,0,ADRs,China,Hong Kong
CESTF,CHINESE ESTS HLDGS ORD,OTC Pink Current,1.750000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
CESTY,CHINESE ESTS HLD UNSP/ADR,OTC Pink Current,35.010000,0.000000,0,ADRs,China,Hong Kong
GEAHF,GREAT EAGLE HLDGS H ORD,OTC Pink Current,5.250000,128.320900,0,Foreign Ordinary Shares,China,
HDVTY,HENDERSON INVTS LTD S/ADR,OTC Pink Current,0.420000,0.000000,0,ADRs,China,
JNSTF,JINHUI SHPPNG & TRANS ORD,OTC Pink Current,1.100000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
YZCAY,YANZHOU COAL MNG CO S/ADR,OTC Pink Current,9.530000,43.771200,1600,ADRs,China,
YZCHF,YANZHOU COAL MNG LTD H SH,OTC Pink Current,0.978200,91.975300,595,Foreign Ordinary Shares,China,
CHWE,CHINAWE.COM INC,OTC Pink Current,0.009700,1.108500,500,Common Stock,China,Hong Kong
CHKIF,CHINA STHN AIRLNS CO ORD,OTC Pink Current,0.930000,5.380100,0,Foreign Ordinary Shares,China,
COSG,COSMOS GROUP HOLDINGS INC,OTC Pink Current,1.600000,90.167000,725,Common Stock,China,Hong Kong
CTPCF,CITIC LTD ORD,OTC Pink Current,1.430000,13.339900,0,Foreign Ordinary Shares,China,
CTPCY,CITIC LTD S/ADR,OTC Pink Current,7.180000,0.000000,0,ADRs,China,
CMHHY,CHINA MERCH PRT HL UN/ADR,OTC Pink Current,25.980000,0.133900,0,ADRs,China,Hong Kong
PYHOF,PLAYMATES HLDGS LTD,OTC Pink Current,0.137000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
YUEIF,YUE YUEN INDL TEMP SHS,OTC Pink Current,3.600000,104.872000,4,Foreign Ordinary Shares,China,Hong Kong
YUEIY,YUE YUEN INDL UNSP/ADR,OTC Pink Current,18.167500,47.783400,162,ADRs,China,Hong Kong
TIACF,TIAN AN CHINA INVSTS,OTC Pink Current,0.530000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
STTFY,SMARTONE TELECOMM HLD ADR,OTC Pink Current,6.000000,0.000000,0,ADRs,China,
YUEXF,YUEXIU PROPERTY CO LTD,OTC Pink Current,0.165000,0.000000,0,Foreign Ordinary Shares,China,
CHFFF,CHINA EVERBRIGHT INTL,OTC Pink Current,1.430000,0.000000,0,Foreign Ordinary Shares,China,
CHFFY,CHINA EVERBRIGHT INTL ADR,OTC Pink Current,13.600000,2.287200,10,ADRs,China,
SHALF,SHANGRI-LA ASIA LTD,OTC Pink Current,2.200000,34.476700,0,Foreign Ordinary Shares,China,Hong Kong
SHALY,SHANGRI-LA ASIA LTD ADR,OTC Pink Current,45.440000,0.000000,0,ADRs,China,Hong Kong
VTSYF,VITASOY INTL H PAR,OTC Pink Current,2.590000,92.693300,7900,Foreign Ordinary Shares,China,
MAANF,MAANSHAN IRON&STEEL LTD,OTC Pink Current,0.415000,193.888200,0,Foreign Ordinary Shares,China,
CEVIF,CHINA EVERBRIGHT IHD PAC,OTC Pink Current,2.190000,182.363900,4470,Foreign Ordinary Shares,China,
CEVIY,CHINA EVERBRGHT IHD U/ADR,OTC Pink Current,22.980000,514.678900,0,ADRs,China,
BJINY,BEIJING ENTRPR HLDG S/ADR,OTC Pink Current,58.730000,3.900600,8,ADRs,China,
GGDVF,GUANGDONG INV LTD ORD,OTC Pink Current,1.360000,46.004600,1946,Foreign Ordinary Shares,China,Hong Kong
GGDVY,GUANGDONG INV UNSP/ADR,OTC Pink Current,69.360000,59.831800,759,ADRs,China,Hong Kong
GTHKF,GENTING HONG KONG LTD ORD,OTC Pink Current,0.225000,345.952800,126300,Foreign Ordinary Shares,China,
CEBTF,CITYCHAMP WATCH & JEWELLE,OTC Pink Current,0.222000,80.970800,4285,Foreign Ordinary Shares,China,Hong Kong
BJCHF,BEIJING CAP INTL ARPRT H,OTC Pink Current,1.500000,143.085500,0,Foreign Ordinary Shares,China,
BJCHY,BEIJING CAP IN A UNSP/ADR,OTC Pink Current,7.750000,0.000000,0,ADRs,China,
CGHLY,CHINA GAS HLDGS LTD ADR,OTC Pink Current,80.100000,185.636000,529,ADRs,China,
CGHOF,CHINA GAS HLDGS LTD ORD,OTC Pink Current,3.080000,61.095400,286,Foreign Ordinary Shares,China,
DIPGY,DATANG INTL P/G S/ADR H,OTC Pink Current,6.532000,101.971400,500,ADRs,China,
NOBGF,NOBLE GROUP LTD ORD NEW,OTC Pink Current,0.101000,21.111600,800,Foreign Ordinary Shares,China,Hong Kong
NOBGY,NOBLE GROUP UNSP/ADR,OTC Pink Current,0.953700,272.597500,712,ADRs,China,Hong Kong
YOSN,YOSEN GROUP INC,OTC Pink Current,0.226500,3.686600,0,Common Stock,China,
PCCYF,PETROCHINA CO LTD,OTC Pink Current,0.640000,16.268000,6000,Foreign Ordinary Shares,China,
YZCFF,SINOPEC YIZ CHEM FIB CO L,OTC Pink Current,0.155000,0.000000,0,Foreign Ordinary Shares,China,
RPGLF,REGENT PACIFIC GRP NEW,OTC Pink Current,0.035000,42.925300,0,Foreign Ordinary Shares,China,Hong Kong
HPIFF,HUADIAN PWR INTL CORP ORD,OTC Pink Current,0.404000,0.000000,0,Foreign Ordinary Shares,China,
HUABF,HUABAO INTL HLDGS LTD ORD,OTC Pink Current,0.370000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
HUIHY,HUABAO INTL HLDS UNSP/ADR,OTC Pink Current,30.810000,16.314200,30,ADRs,China,Hong Kong
HGKGF,POWER ASSETS HOLDINGS LTD,OTC Pink Current,8.600000,0.000000,0,Foreign Ordinary Shares,China,
HGKGY,POWER ASSETS HLDGS S/ADR,OTC Pink Current,8.600000,155.490300,9660,ADRs,China,
FIRRF,FIRST TRACTOR CO LTD,OTC Pink Current,0.455000,26.213600,0,Foreign Ordinary Shares,China,
FIRRY,FIRST TRACTOR UNSP/ADR,OTC Pink Current,5.370000,720.000000,0,ADRs,China,
HKXCF,HONG KONG EXCH & CLEARING,OTC Pink Current,31.310000,279.007200,0,Foreign Ordinary Shares,China,Hong Kong
HKXCY,HONG KONG EX&CL UNSP/ADR,OTC Pink Current,30.030000,102.285900,4397,ADRs,China,Hong Kong
DCOHF,DICKSON CONCEPTS INTL HK,OTC Pink Current,0.415000,544.290300,0,Foreign Ordinary Shares,China,
SGHIF,SHANGHAI INDUS HLDGS LTD,OTC Pink Current,2.825000,3.977000,0,Foreign Ordinary Shares,China,Hong Kong
SGHIY,SHANGHAI INDUS HLD SP/ADR,OTC Pink Current,30.770000,0.000000,0,ADRs,China,Hong Kong
SNPMF,CHINA PETE & CHEM H SHS,OTC Pink Current,0.710000,197.234000,131930,Foreign Ordinary Shares,China,
HRELF,HAIER ELECTRONICS GRP CO,OTC Pink Current,2.660000,111.123600,2227,Foreign Ordinary Shares,China,Hong Kong
HRELY,HAIER ELECS GRP UNSP/ADR,OTC Pink Current,28.162500,140.833500,134,ADRs,China,Hong Kong
JIAXF,JIANGXI COPPER CO LTD H,OTC Pink Current,1.600000,0.000000,0,Foreign Ordinary Shares,China,
JIXAY,JIANGXI COPPER CO S/ADR,OTC Pink Current,60.990000,127.348100,0,ADRs,China,
SWDHY,SKYWORTH DGTL HL UNSP/ADR,OTC Pink Current,15.040000,0.000000,0,ADRs,China,Hong Kong
TPVTY,TPV TECHNOLOGY UNSP/ADR,OTC Pink Current,11.410000,0.000000,0,ADRs,China,Hong Kong
KGDEY,KINGDEE INTL SFTW UNS/ADR,OTC Pink Current,54.010000,27.607400,0,ADRs,China,
CTVIF,CHINA TRAVEL INTL INVS,OTC Pink Current,0.300000,4.083500,1000,Foreign Ordinary Shares,China,Hong Kong
ASASF,ASIA STANDARD INTL GP ORD,OTC Pink Current,0.240000,0.000000,0,Foreign Ordinary Shares,China,
SUNTF,SUNCORP TECHS LTD,OTC Pink Current,0.010000,0.000000,0,Foreign Ordinary Shares,China,
SFDMY,SHANGHAI FUDAN MICREL ADR,OTC Pink Current,24.460000,0.000000,0,ADRs,China,
XNGSF,ENN ENERGY HLDGS LTD,OTC Pink Current,7.500000,0.000000,0,Foreign Ordinary Shares,China,
XNGSY,EEN ENERGY HLDGS UNSP/ADR,OTC Pink Current,28.870000,90.008000,4312,ADRs,China,
GBCMY,GLOBAL BIO CHEM TCH U/ADR,OTC Pink Current,0.000000,,0,ADRs,China,
CHFHY,CHINA FOODS LTD UNSP/ADR,OTC Pink Current,10.400000,813.834400,0,ADRs,China,
TSYHF,TRAVEL SKY TECH LTD,OTC Pink Current,2.620000,11.616200,0,Foreign Ordinary Shares,China,
TSYHY,TRAVELSKY TECH S/ADR H,OTC Pink Current,27.300000,114.755100,1600,ADRs,China,
KRYPF,KERRY PROPERTIES HK,OTC Pink Current,4.380000,408.781200,0,Foreign Ordinary Shares,China,
KRYPY,KERRY PROPERTIES UNSP/ADR,OTC Pink Current,22.669900,393.467300,0,ADRs,China,
CRBJF,CHINA RESOURCES  LAND LTD,OTC Pink Current,3.000000,44.017000,0,Foreign Ordinary Shares,China,Hong Kong
CRBJY,CHINA RES LAND UNSP/ADR,OTC Pink Current,29.360000,152.819800,0,ADRs,China,Hong Kong
YIPCF,YIP'S CHEMICAL HLDGS LTD,OTC Pink Current,0.315000,192.546700,0,Foreign Ordinary Shares,China,
ALMMF,ALUMINUM CORP CHINA LTD H,OTC Pink Current,0.680000,127.277600,1000,Foreign Ordinary Shares,China,
SZNTF,SHENZHEN INVST TEMP SHS,OTC Pink Current,0.412000,7.998100,0,Foreign Ordinary Shares,China,
SZNTY,SHENZHEN INVST UNSP/ADR,OTC Pink Current,35.910000,0.000000,0,ADRs,China,
ZHEXF,ZHEJIANG EXPRESSWAY H,OTC Pink Current,1.200000,79.617800,0,Foreign Ordinary Shares,China,
GMDTF,GOLDEN MEDITECH HLDGS LTD,OTC Pink Current,0.135000,109.585300,444191,Foreign Ordinary Shares,China,Hong Kong
IDCBF,INDUSTRIAL & COML BK H SH,OTC Pink Current,0.780000,93.770800,67375,Foreign Ordinary Shares,China,
IDCBY,INDUSTRIAL & COM UNSP/ADR,OTC Pink Current,15.410000,154.388600,39937,ADRs,China,
GZPHF,GUANGZHOU PHARM CO ORD,OTC Pink Current,2.800000,0.000000,0,Foreign Ordinary Shares,China,
NBBTF,NATURAL BEAUTY BIO TECH,OTC Pink Current,0.076000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
PFDHF,PEOPLES FOOD HLDGS LTD,OTC Pink Current,0.905000,0.000000,0,Foreign Ordinary Shares,China,
TXWHF,TEXWINCA HLDG LTD,OTC Pink Current,0.560000,52.243100,0,Foreign Ordinary Shares,China,
DSFGY,DAH SING FIN GRP S/ADR,OTC Pink Current,19.940000,0.000000,0,ADRs,China,
KMSWF,KINGMAKER FOOTWEAR HLDGS,OTC Pink Current,0.275000,12.162200,0,Foreign Ordinary Shares,China,Hong Kong
PVEG,PACIFIC VEGAS GLB STR(CO),OTC Pink Current,0.005100,45.908300,0,Common Stock,China,
JEXYF,JIANGSU EXPWY CO LIM,OTC Pink Current,1.380000,70.814900,1695,Foreign Ordinary Shares,China,
JEXYY,JIANGSU EXPWY CO S/ADR H,OTC Pink Current,27.920000,44.746600,1787,ADRs,China,
SUWN,SUNWIN STEVIA INTL INC,OTC Pink Current,0.100000,80.260300,0,Common Stock,China,
WOSSF,WATER OASIS GROUP LTD,OTC Pink Current,0.113000,33.981100,1700,Foreign Ordinary Shares,China,Hong Kong
CHJHF,CHINA TELECOM CORP H SHS,OTC Pink Current,0.450000,0.000000,0,Foreign Ordinary Shares,China,
BYDDF,BYD CO LTD H SHS,OTC Pink Current,8.929700,114.027900,219367,Foreign Ordinary Shares,China,
BYDDY,BYD CO LTD UNSP/ADR,OTC Pink Current,17.740000,115.084900,98425,ADRs,China,
BHKLY,BOC HK HLDGS LTD S/ADR,OTC Pink Current,99.780000,30.217700,4218,ADRs,China,
BNKHF,BOC HONG KONG HLDGS LTD,OTC Pink Current,4.810000,13.670900,1757,Foreign Ordinary Shares,China,
ANGGY,ANGANG STEEL S/ADR H,OTC Pink Current,39.060000,13.228700,0,ADRs,China,
CHDGF,COSCO INTL HLDGS LTD,OTC Pink Current,0.410000,152.696800,7746,Foreign Ordinary Shares,China,
OROVF,ORIENT OVERSEAS INTL,OTC Pink Current,9.240100,0.000000,0,Foreign Ordinary Shares,China,
OROVY,ORIENT OVERSEAS INR U/ADR,OTC Pink Current,47.840000,0.000000,0,ADRs,China,
AUHEF,ANHUI EXPRESSWAY CO,OTC Pink Current,0.725000,0.000000,0,Foreign Ordinary Shares,China,
AHCHF,ANHUI CONCH CEMENT,OTC Pink Current,4.763300,78.727800,1993,Foreign Ordinary Shares,China,
AHCHY,ANHUI CONCH CEM UNSP/ADR,OTC Pink Current,24.110000,26.221400,4057,ADRs,China,
CHOLF,CHINA OILFIELD SVCS LTD H,OTC Pink Current,0.880000,23.364400,0,Foreign Ordinary Shares,China,
CHOLY,CHINA OILFIELD SV S/ADR H,OTC Pink Current,18.830000,67.967300,5600,ADRs,China,
SNOTF,SINOTRANS LTD SHS H,OTC Pink Current,0.465000,28.800000,0,Foreign Ordinary Shares,China,
TCYMF,TINGYI CAYMAN IS HLDGS CP,OTC Pink Current,1.540000,0.000000,0,Foreign Ordinary Shares,China,
TCYMY,TINGYI CYMN IS HDGS S/ADR,OTC Pink Current,34.200000,24.319700,0,ADRs,China,
HEGIF,HENGAN INTL GROUP CO ORD,OTC Pink Current,9.710000,115.176400,0,Foreign Ordinary Shares,China,
HEGIY,HENGAN INTL GRP UNSP/ADR,OTC Pink Current,49.300000,32.852100,4549,ADRs,China,
HTCMF,HITACHI CONSTRUCTION MACH,OTC Pink Current,34.600000,0.000000,0,Foreign Ordinary Shares,China,
HTCMY,HITACHI CONST MACH UN/ADR,OTC Pink Current,68.310000,10.501600,9,ADRs,China,
SHZNY,SHENZHEN EXPRESS UNSP/ADR,OTC Pink Current,48.300000,0.000000,0,ADRs,China,
SEXHF,SICHAUN EXPRESSWAY ORD,OTC Pink Current,0.370000,0.000000,0,Foreign Ordinary Shares,China,
CARCY,CHINA RES CEMENT HLDGS,OTC Pink Current,17.640000,0.000000,0,ADRs,China,Hong Kong
NFGRF,BEIJINGWEST INDS INTL NEW,OTC Pink Current,0.175000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
PPCCF,PICC PPTY&CASUALTY ORD H,OTC Pink Current,1.960000,6.495000,185,Foreign Ordinary Shares,China,
PPCCY,PICC PPTY&CSLT UNSP/ADR H,OTC Pink Current,48.750000,117.318300,2367,ADRs,China,
TCEPY,TIANJIN CAP E/P GRP S/ADR,OTC Pink Current,11.160000,0.000000,0,ADRs,China,
TNJIF,TIANJIN CAP E/P GRP ORD,OTC Pink Current,0.625000,0.000000,0,Foreign Ordinary Shares,China,
CILJF,CHINA LIFE INS CO H SHS,OTC Pink Current,3.190000,53.797200,2874,Foreign Ordinary Shares,China,
ZIJMF,ZIJIN MINING GROUP CO LTD,OTC Pink Current,0.346500,51.035500,0,Foreign Ordinary Shares,China,
ZIJMY,ZIJIN MNG GRP UNSP/ADR H,OTC Pink Current,6.840000,2.290100,0,ADRs,China,
GWLLF,GREAT WALL MOTOR CO LTD H,OTC Pink Current,1.150000,44.744600,500,Foreign Ordinary Shares,China,
GWLLY,GREAT WALL MOTOR CO ADR,OTC Pink Current,11.600000,86.201100,2876,ADRs,China,
GELYF,GEELY AUTOMBLE HLDGS LTD,OTC Pink Current,3.580000,103.890500,305606,Foreign Ordinary Shares,China,Hong Kong
GELYY,GEELY AUTOMBL HL UNSP/ADR,OTC Pink Current,71.090000,96.260100,29793,ADRs,China,Hong Kong
LMPMY,LEE & MAN PAPER MFG S/ADR,OTC Pink Current,12.010000,272.576200,2549,ADRs,China,Hong Kong
WQTEF,WEIQIAO TEXTILE CO LTD H,OTC Pink Current,0.480000,128.571400,1000,Foreign Ordinary Shares,China,
SIUIF,SEMICONDUCTOR MFG NEW,OTC Pink Current,1.410000,0.092200,100,Foreign Ordinary Shares,China,
BEIJF,BEIJING NORTH STAR CORP,OTC Pink Current,0.367300,0.000000,0,Foreign Ordinary Shares,China,
BOTRF,CHINA EVERBRIGHT WTR LTD,OTC Pink Current,0.343000,0.000000,0,Foreign Ordinary Shares,China,
WEICF,WEICHAI POWER CO LTD ORD,OTC Pink Current,1.100100,38.286600,0,Foreign Ordinary Shares,China,
WEICY,WEICHAI PWR CO UNSP/ADR,OTC Pink Current,8.020000,186.441600,55666,ADRs,China,
PIAIF,PING AN INS GRP CO H SHS,OTC Pink Current,10.000000,184.914400,9760,Foreign Ordinary Shares,China,
PNGAY,PING AN INS CO OF CHINA,OTC Pink Current,19.780000,223.222500,786127,ADRs,China,
CIADF,CHINA MENGNIU DAIRY CO,OTC Pink Current,2.720000,0.000000,0,Foreign Ordinary Shares,China,
CIADY,CHINA MENGNIU DARY UN/ADR,OTC Pink Current,19.820000,0.000000,0,ADRs,China,
CIHHF,CHINA MERCHANTS BK CO H,OTC Pink Current,3.850000,7.681800,1000,Foreign Ordinary Shares,China,
CIHKY,CHINA MRCHNTS BK UNSP/ADR,OTC Pink Current,19.620000,182.790200,1413,ADRs,China,
CIIHF,CITIC SECURITIES CO LTD H,OTC Pink Current,2.050000,0.000000,0,Foreign Ordinary Shares,China,
CIIHY,CITIC SECURITIES UNSP/ADR,OTC Pink Current,23.440000,0.000000,0,ADRs,China,
CGMBF,CHINA MINSHENG BKNG ORD,OTC Pink Current,1.070000,1.948300,4,Foreign Ordinary Shares,China,
CMAKY,CHINA MINSHNG BK UNSP/ADR,OTC Pink Current,9.640000,8.355000,0,ADRs,China,
SNLKF,SINOLINK WRLDWDE HLDG ORD,OTC Pink Current,0.095000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
SNLKY,SINOLINK WRLDWDE HLDG ADR,OTC Pink Current,0.000000,,0,ADRs,China,Hong Kong
SAXJY,SA SA INTL UNSP/ADR,OTC Pink Current,0.000000,,0,ADRs,China,Hong Kong
LVSDF,LAI SUN DEV CO LTD NEW,OTC Pink Current,1.780000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
TCEHY,TENCENT HLDGS UNSP/ADR,OTC Pink Current,48.840000,192.919300,4872548,ADRs,China,
TCTZF,TENCENT HLDIGS LTD,OTC Pink Current,48.800000,208.998900,44163,Foreign Ordinary Shares,China,
AICAF,AIR CHINA LTD H SHS,OTC Pink Current,1.060000,14.641400,0,Foreign Ordinary Shares,China,
AIRYY,AIR CHINA LTD S/ADR,OTC Pink Current,21.890000,25.471700,482,ADRs,China,
AMVGF,AMVIG HLDGS LTD ORD,OTC Pink Current,0.275000,0.000000,0,Foreign Ordinary Shares,China,Hong Kong
CHWTF,COOLPAD GROUP LTD ORD,OTC Pink Current,0.020000,49.810600,0,Foreign Ordinary Shares,China,
ZTCOF,ZTE CORP H,OTC Pink Current,3.700000,102.765600,123,Foreign Ordinary Shares,China,
ZTCOY,ZTE CORP UNSP/ADR,OTC Pink Current,7.100000,142.952900,0,ADRs,China,
FXCNF,FIH MOBILE LTD,OTC Pink Current,0.289000,66.066400,0,Foreign Ordinary Shares,China,
FXCNY,FIH MOBILE LTD UNSP/ADR,OTC Pink Current,6.034000,3.197000,0,ADRs,China,
NWFAF,NEW FOCUS AUTO TECH HLDGS,OTC Pink Current,0.088000,0.000000,0,Foreign Ordinary Shares,China,
XYIGF,XINYI GLASS HLGDS LTD ORD,OTC Pink Current,1.140000,18.650700,9400,Foreign Ordinary Shares,China,Hong Kong
XYIGY,XINYI GLASS HLGD UNSP/ADR,OTC Pink Current,20.517500,8.256900,0,ADRs,China,Hong Kong
CSUAY,CHINA SHENHUA EN UNSP/ADR,OTC Pink Current,9.820000,145.779600,13291,ADRs,China,
CUAEF,CHINA SHENHUA ENGY CO H,OTC Pink Current,2.360000,5.026100,0,Foreign Ordinary Shares,China,
BCMXY,BANK OF COMMUNS UNSP/ADR,OTC Pink Current,17.830000,232.170000,0,ADRs,China,
BKFCF,BANK OF COMMUNS CO CHINA,OTC Pink Current,0.760000,40.950500,0,Foreign Ordinary Shares,China,
SHANF,SHANDONG MOLOMG P/M H SHS,OTC Pink Current,0.155000,208.539100,10000,Foreign Ordinary Shares,China,
YUSG,YUS INTERNATIONAL GRP LTD,OTC Pink Current,1.250000,0.000000,0,Common Stock,China,Hong Kong
GZUHY,GUANGZHOU R&F PPT UNS/ADR,OTC Pink Current,47.180000,12.913200,0,ADRs,China,
INCM,INNOCOM TECH HLDGS INC,OTC Pink Current,0.010000,0.060100,0,Common Stock,China,Hong Kong
SIELY,SHANGHAI ELEC GP UNSP/ADR,OTC Pink Current,8.100000,3.128400,0,ADRs,China,
CICHF,CHINA CONSTR BANK H,OTC Pink Current,0.865000,347.884400,52744,Foreign Ordinary Shares,China,
CICHY,CHINA CONSTR BK UNSP/ADR,OTC Pink Current,17.350000,156.249800,41504,ADRs,China,
CICOF,CHINA COSCO HLDGS CO H,OTC Pink Current,0.491540,206.259400,0,Foreign Ordinary Shares,China,
CICOY,COSCO SHP HLDG UNSP/ADR,OTC Pink Current,2.440000,265.297800,5800,ADRs,China,
AACAF,AAC TECHS HLDGS INC ORD,OTC Pink Current,19.500000,132.593800,2312,Foreign Ordinary Shares,China,
AACAY,AAC TECHS HLDGS UNSP/ADR,OTC Pink Current,196.817500,46.978800,678,ADRs,China,
SHWGF,SHANDONG W/G MED POLYMER,OTC Pink Current,0.715000,0.000000,0,Foreign Ordinary Shares,China,
SHWGY,SHANDONG W/G MED UNSP/ADR,OTC Pink Current,2.830000,0.000000,0,ADRs,China,
SIMTF,SIM TECHNOLOGY GRP LTD,OTC Pink Current,0.044800,261.440000,5000,Foreign Ordinary Shares,China,
CBUMY,CHINA NATL BLDGS MT U/ADR,OTC Pink Current,37.220000,0.000000,0,ADRs,China,
DPNEF,DAPHNE INTL HLDGS LTD ORD,OTC Pink Current,0.090000,0.000000,0,Foreign Ordinary Shares,China,
DPNEY,DAPHNE INTL HLDS UNSP/ADR,OTC Pink Current,1.880000,0.000000,0,ADRs,China,
LKHLY,LONKING HLDGS UNSP/ADR,OTC Pink Current,15.530000,0.000000,0,ADRs,China,
LTDH,LIVING 3D HOLDING INC,OTC Pink Current,5.100000,0.000000,0,Common Stock,China,Hong Kong
PKSGY,PARKSON RETAIL UNSP/ADR,OTC Pink Current,4.760000,0.000000,0,ADRs,China,
BACHF,BANK OF CHINA LTD ORD,OTC Pink Current,0.491000,40.194100,108000,Foreign Ordinary Shares,China,
BACHY,BANK OF CHINA UNSP/ADR,OTC Pink Current,12.150000,110.773700,50500,ADRs,China,
DLPTF,DALIAN PORT DS H,OTC Pink Current,0.160350,0.000000,0,Foreign Ordinary Shares,China,
CNCT,CHINA TELETECH HLDGS INC,OTC Pink Current,0.004000,104.512200,10010,Common Stock,China,
CBLUY,CHINA BLUE CHEM UNSP/ADR,OTC Pink Current,14.950000,0.000000,0,ADRs,China,
SOLLY,SHUI ON LAND LTD UNSP/ADR,OTC Pink Current,0.000000,,0,ADRs,China,
